MODULO;CODIGOPARAMETRO;DESCRIPCIONPARAMETRO;FUENTE;VALORPORDEFECTO;VALORPORCENTRO;ORGANIZACION;CENTRO;SERVICIO
Emergencias;PA_PASEME0018;Unidad funcional por defecto para las UBAS Virtuales de Urgencias;TiCares;;07-SUG;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Emergencias;PA_PASEME0018;Unidad funcional por defecto para las UBAS Virtuales de Urgencias;TiCares;;0;ÁREA HOSPITALARIA MÁLAGA;C. ASISTENCIAL SAN JUAN DE DIOS;
Emergencias;PA_PASEME0018;Unidad funcional por defecto para las UBAS Virtuales de Urgencias;TiCares;;0;ÁREA HOSPITALARIA MADRID;C. SAN JUAN DE DIOS CIEMPOZUELOS;
Emergencias;PA_PASEME0018;Unidad funcional por defecto para las UBAS Virtuales de Urgencias;TiCares;;10-CONSEME;ÁREA HOSPITALARIA MADRID;NUESTRA SEÑORA DE LA PAZ;
Emergencias;PA_PASEME0018;Unidad funcional por defecto para las UBAS Virtuales de Urgencias;TiCares;;13-RES;ÁREA HOSPITALARIA DE GRANADA;RESIDENCIA SAN JUAN DE DIOS;
Emergencias;PA_PASEME0018;Unidad funcional por defecto para las UBAS Virtuales de Urgencias;TiCares;;14-CONSEME;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Emergencias;PA_PASEME0018;Unidad funcional por defecto para las UBAS Virtuales de Urgencias;TiCares;;01-CONSEME;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Emergencias;PA_PASEME0018;Unidad funcional por defecto para las UBAS Virtuales de Urgencias;TiCares;;12-REAS;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;
Emergencias;PA_PASEME0018;Unidad funcional por defecto para las UBAS Virtuales de Urgencias;TiCares;;02-RES;ÁREA HOSPITALARIA ALCALÁ;CIUDAD. S. JUAN DIOS;
Emergencias;PA_PASEME0018;Unidad funcional por defecto para las UBAS Virtuales de Urgencias;TiCares;;03-CURG;ÁREA HOSPITALARIA SEVILLA;Hospital S.J.D. Sevilla;
Emergencias;PA_PASEME0018;Unidad funcional por defecto para las UBAS Virtuales de Urgencias;TiCares;;04-RES;ÁREA HOSPITALARIA LAS PALMAS;CSJD LAS PALMAS;
Emergencias;PA_PASEME0019;Entidad  tarifa por defecto para urgencias;TiCares;;15-CONSO/15-CONSO;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Emergencias;PA_PASEME0019;Entidad  tarifa por defecto para urgencias;TiCares;;14-BENEF/14-PRIVEST0;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Emergencias;PA_PASEME0019;Entidad  tarifa por defecto para urgencias;TiCares;;01-COSAL/01-PRES;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Emergencias;PA_PASEME0019;Entidad  tarifa por defecto para urgencias;TiCares;;;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Emergencias;PA_PASEME0020;Número máximo de días que un paciente puede estar en urgencias;TiCares;3000;1;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Emergencias;PA_PASEME0020;Número máximo de días que un paciente puede estar en urgencias;TiCares;3000;5;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Emergencias;PA_PASEME0020;Número máximo de días que un paciente puede estar en urgencias;TiCares;3000;2;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Emergencias;PA_PASEME0020;Número máximo de días que un paciente puede estar en urgencias;TiCares;3000;300;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Emergencias;PA_PASEME0021;Parte de Lesiones;TiCares;PJUDC;TF_DOC_PJ;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Emergencias;PA_PASEME0021;Parte de Lesiones;TiCares;PJUDC;AF_DOC_PJ1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Emergencias;PA_PASEME0021;Parte de Lesiones;TiCares;PJUDC;SEV_DOC_PJUR;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Emergencias;PA_PASEME0022;Parte de Defunción;TiCares;DEF;AF_DOC_DEF;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Nutrición y dietética;PA_PASNUT0001;Búsqueda Pizarra de dietas por prescripción;TiCares;1;1;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Nutrición y dietética;PA_PASNUT0001;Búsqueda Pizarra de dietas por prescripción;TiCares;1;0;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Nutrición y dietética;PA_PASNUT0001;Búsqueda Pizarra de dietas por prescripción;TiCares;1;1;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Nutrición y dietética;PA_PASNUT0001;Búsqueda Pizarra de dietas por prescripción;TiCares;1;1;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Nutrición y dietética;PA_PASNUT0001;Búsqueda Pizarra de dietas por prescripción;TiCares;1;1;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Nutrición y dietética;PA_PASNUT0002;Comienzo del periodo de dietas de verano;TiCares;01/06/2008;18/06/2024;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Nutrición y dietética;PA_PASNUT0002;Comienzo del periodo de dietas de verano;TiCares;01/06/2008;23/10/2024;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Nutrición y dietética;PA_PASNUT0002;Comienzo del periodo de dietas de verano;TiCares;01/06/2008;08/05/2025;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Nutrición y dietética;PA_PASNUT0002;Comienzo del periodo de dietas de verano;TiCares;01/06/2008;01/06/2015;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Nutrición y dietética;PA_PASNUT0002;Comienzo del periodo de dietas de verano;TiCares;01/06/2008;01/07/2021;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Nutrición y dietética;PA_PASNUT0002;Comienzo del periodo de dietas de verano;TiCares;01/06/2008;15/06/2016;ÁREA HOSPITALARIA MADRID;C. SAN JUAN DE DIOS CIEMPOZUELOS;
Nutrición y dietética;PA_PASNUT0002;Comienzo del periodo de dietas de verano;TiCares;01/06/2008;15/06/2022;ÁREA HOSPITALARIA DE GRANADA;RESIDENCIA SAN JUAN DE DIOS;
Nutrición y dietética;PA_PASNUT0002;Comienzo del periodo de dietas de verano;TiCares;01/06/2008;11/05/2021;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Nutrición y dietética;PA_PASNUT0003;Comienzo del periodo de dietas de invierno;TiCares;02/10/2008;01/10/2024;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Nutrición y dietética;PA_PASNUT0003;Comienzo del periodo de dietas de invierno;TiCares;02/10/2008;01/01/2025;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Nutrición y dietética;PA_PASNUT0003;Comienzo del periodo de dietas de invierno;TiCares;02/10/2008;07/10/2020;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Nutrición y dietética;PA_PASNUT0003;Comienzo del periodo de dietas de invierno;TiCares;02/10/2008;01/10/2014;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Nutrición y dietética;PA_PASNUT0003;Comienzo del periodo de dietas de invierno;TiCares;02/10/2008;16/09/2016;ÁREA HOSPITALARIA MADRID;C. SAN JUAN DE DIOS CIEMPOZUELOS;
Nutrición y dietética;PA_PASNUT0003;Comienzo del periodo de dietas de invierno;TiCares;02/10/2008;04/10/2021;ÁREA HOSPITALARIA DE GRANADA;RESIDENCIA SAN JUAN DE DIOS;
Nutrición y dietética;PA_PASNUT0003;Comienzo del periodo de dietas de invierno;TiCares;02/10/2008;07/10/2020;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Nutrición y dietética;PA_PASNUT0003;Comienzo del periodo de dietas de invierno;TiCares;02/10/2008;22/10/2024;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Estación Clínica;PA_CISMED0001;Tiempo permitido para eliminar una evolución de un paciente;TiCares;SEV_T_EVO_ELI;SEV_T_EVO_ELI;ÁREA HOSPITALARIA MADRID;C. SAN JUAN DE DIOS CIEMPOZUELOS;
Estación Clínica;PA_CISMED0001;Tiempo permitido para eliminar una evolución de un paciente;TiCares;SEV_T_EVO_ELI;SEV_T_EVO_ELI;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Estación Clínica;PA_CISMED0001;Tiempo permitido para eliminar una evolución de un paciente;TiCares;SEV_T_EVO_ELI;SEV_T_EVO_ELI;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Estación Clínica;PA_CISMED0001;Tiempo permitido para eliminar una evolución de un paciente;TiCares;SEV_T_EVO_ELI;SEV_T_EVO_ELI;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;
Estación Clínica;PA_CISMED0001;Tiempo permitido para eliminar una evolución de un paciente;TiCares;SEV_T_EVO_ELI;SEV_T_EVO_ELI;ÁREA HOSPITALARIA DE GRANADA;RESIDENCIA SAN JUAN DE DIOS;
Estación Clínica;PA_CISMED0001;Tiempo permitido para eliminar una evolución de un paciente;TiCares;SEV_T_EVO_ELI;SEV_T_EVO_ELI;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Estación Clínica;PA_CISMED0001;Tiempo permitido para eliminar una evolución de un paciente;TiCares;SEV_T_EVO_ELI;SEV_T_EVO_ELI;ÁREA HOSPITALARIA MÁLAGA;C. ASISTENCIAL SAN JUAN DE DIOS;
Estación Clínica;PA_CISMED0001;Tiempo permitido para eliminar una evolución de un paciente;TiCares;SEV_T_EVO_ELI;SEV_T_EVO_ELI;ÁREA HOSPITALARIA ALCALÁ;CIUDAD. S. JUAN DIOS;
Estación Clínica;PA_CISMED0001;Tiempo permitido para eliminar una evolución de un paciente;TiCares;SEV_T_EVO_ELI;SEV_T_EVO_ELI;ÁREA HOSPITALARIA LAS PALMAS;CSJD LAS PALMAS;
Estación Clínica;PA_CISMED0002;Tiempo permitido para eliminar una incidencia de un paciente;TiCares;SEV_T_EVO_ELI;SEV_T_EVO_ELI;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Estación Clínica;PA_CISMED0002;Tiempo permitido para eliminar una incidencia de un paciente;TiCares;SEV_T_EVO_ELI;SEV_T_EVO_ELI;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Estación Clínica;PA_CISMED0002;Tiempo permitido para eliminar una incidencia de un paciente;TiCares;SEV_T_EVO_ELI;SEV_T_EVO_ELI;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;
Estación Clínica;PA_CISMED0002;Tiempo permitido para eliminar una incidencia de un paciente;TiCares;SEV_T_EVO_ELI;SEV_T_EVO_ELI;ÁREA HOSPITALARIA DE GRANADA;RESIDENCIA SAN JUAN DE DIOS;
Estación Clínica;PA_CISMED0002;Tiempo permitido para eliminar una incidencia de un paciente;TiCares;SEV_T_EVO_ELI;SEV_T_EVO_ELI;ÁREA HOSPITALARIA ALCALÁ;CIUDAD. S. JUAN DIOS;
Estación Clínica;PA_CISMED0002;Tiempo permitido para eliminar una incidencia de un paciente;TiCares;SEV_T_EVO_ELI;SEV_T_EVO_ELI;ÁREA HOSPITALARIA LAS PALMAS;CSJD LAS PALMAS;
Estación Clínica;PA_CISMED0003;Tiempo permitido para eliminar una prescripción de medicación de un paciente;TiCares;;PA_CISMED0032;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Estación Clínica;PA_CISMED0003;Tiempo permitido para eliminar una prescripción de medicación de un paciente;TiCares;;PA_CISMED0032;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Estación Clínica;PA_CISMED0003;Tiempo permitido para eliminar una prescripción de medicación de un paciente;TiCares;;PA_CISMED0032;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Estación Clínica;PA_CISMED0003;Tiempo permitido para eliminar una prescripción de medicación de un paciente;TiCares;;PA_CISMED0032;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Estación Clínica;PA_CISMED0003;Tiempo permitido para eliminar una prescripción de medicación de un paciente;TiCares;;PA_CISMED0032;ÁREA HOSPITALARIA DE JEREZ;HOSPITAL SAN JUAN GRANDE;
Estación Clínica;PA_CISMED0004;Este parámetro identifica el número de horas que divide a las incidencias más actuales de las incidencias medias.;TiCares;12;;;;
Estación Clínica;PA_CISMED0005;Este parámetro identifica el número de horas que divide a las incidencias más antiguas de las incidencias medias.;TiCares;24;;;;
Estación Clínica;PA_CISMED0006;Tiempo permitido para modificar una incidencia de un paciente;TiCares;SEV_T_EVO_MOD;SEV_T_EVO_MOD;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Estación Clínica;PA_CISMED0006;Tiempo permitido para modificar una incidencia de un paciente;TiCares;SEV_T_EVO_MOD;SEV_T_EVO_MOD;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Estación Clínica;PA_CISMED0006;Tiempo permitido para modificar una incidencia de un paciente;TiCares;SEV_T_EVO_MOD;SEV_T_EVO_MOD;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;
Estación Clínica;PA_CISMED0006;Tiempo permitido para modificar una incidencia de un paciente;TiCares;SEV_T_EVO_MOD;SEV_T_EVO_MOD;ÁREA HOSPITALARIA DE GRANADA;RESIDENCIA SAN JUAN DE DIOS;
Estación Clínica;PA_CISMED0006;Tiempo permitido para modificar una incidencia de un paciente;TiCares;SEV_T_EVO_MOD;SEV_T_EVO_MOD;ÁREA HOSPITALARIA ALCALÁ;CIUDAD. S. JUAN DIOS;
Estación Clínica;PA_CISMED0006;Tiempo permitido para modificar una incidencia de un paciente;TiCares;SEV_T_EVO_MOD;SEV_T_EVO_MOD;ÁREA HOSPITALARIA LAS PALMAS;CSJD LAS PALMAS;
Estación Clínica;PA_CISMED0007;Tiempo permitido para modificar una prescripción de medicación de un paciente;TiCares;;;;;
Estación Clínica;PA_CISMED0008;Tiempo permitido para modificar una evolución de un paciente;TiCares;SEV_T_EVO_MOD;SEV_T_EVO_MOD;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Estación Clínica;PA_CISMED0008;Tiempo permitido para modificar una evolución de un paciente;TiCares;SEV_T_EVO_MOD;SEV_T_EVO_MOD;ÁREA HOSPITALARIA MÁLAGA;C. ASISTENCIAL SAN JUAN DE DIOS;
Estación Clínica;PA_CISMED0008;Tiempo permitido para modificar una evolución de un paciente;TiCares;SEV_T_EVO_MOD;SEV_T_EVO_MOD;ÁREA HOSPITALARIA SEVILLA;Resid. S. JUAN DIOS;
Estación Clínica;PA_CISMED0008;Tiempo permitido para modificar una evolución de un paciente;TiCares;SEV_T_EVO_MOD;SEV_T_EVO_MOD;ÁREA HOSPITALARIA MADRID;C. SAN JUAN DE DIOS CIEMPOZUELOS;
Estación Clínica;PA_CISMED0008;Tiempo permitido para modificar una evolución de un paciente;TiCares;SEV_T_EVO_MOD;SEV_T_EVO_MOD;ÁREA HOSPITALARIA DE GRANADA;RESIDENCIA SAN JUAN DE DIOS;
Estación Clínica;PA_CISMED0008;Tiempo permitido para modificar una evolución de un paciente;TiCares;SEV_T_EVO_MOD;SEV_T_EVO_MOD;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Estación Clínica;PA_CISMED0008;Tiempo permitido para modificar una evolución de un paciente;TiCares;SEV_T_EVO_MOD;SEV_T_EVO_MOD;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Estación Clínica;PA_CISMED0008;Tiempo permitido para modificar una evolución de un paciente;TiCares;SEV_T_EVO_MOD;SEV_T_EVO_MOD;ÁREA HOSPITALARIA ALCALÁ;CIUDAD. S. JUAN DIOS;
Estación Clínica;PA_CISMED0008;Tiempo permitido para modificar una evolución de un paciente;TiCares;SEV_T_EVO_MOD;SEV_T_EVO_MOD;ÁREA HOSPITALARIA LAS PALMAS;CSJD LAS PALMAS;
Estación Clínica;PA_CISMED0009;Indica si el sistema incluye el circuito de Validaciones médicas de las Prescripciones;TiCares;false;;;;
Estación Clínica;PA_CISMED0010;Tiempo permitido para eliminar una alergia de un paciente;TiCares;;;;;
Estación Clínica;PA_CISMED0011;Tiempo permitido para eliminar un antecedente de un paciente;TiCares;;;;;
Estación Clínica;PA_CISMED0012;Tiempo permitido para eliminar un diagnóstico de un paciente;TiCares;;;;;
Estación Clínica;PA_CISMED0013;Tiempo permitido para eliminar una interconsulta de un paciente;TiCares;;20;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Estación Clínica;PA_CISMED0014;Tiempo permitido para eliminar una prescripción de cuidados de un paciente;TiCares;;;;;
Estación Clínica;PA_CISMED0015;Tiempo permitido para eliminar un procedimiento de un paciente;TiCares;;;;;
Estación Clínica;PA_CISMED0016;Tiempo permitido para eliminar una transfusión de un paciente;TiCares;;;;;
Estación Clínica;PA_CISMED0017;Tiempo permitido para modificar una alergia de un paciente;TiCares;;;;;
Estación Clínica;PA_CISMED0018;Tiempo permitido para modificar un antecedente de un paciente;TiCares;;;;;
Estación Clínica;PA_CISMED0019;Tiempo permitido para modificar un diagnóstico de un paciente;TiCares;;;;;
Estación Clínica;PA_CISMED0020;Tiempo permitido para modificar una interconsulta de un paciente;TiCares;;20;ÁREA HOSPITALARIA TENERIFE;SAN JUAN DE DIOS DE TENERIFE;
Estación Clínica;PA_CISMED0021;Tiempo permitido para modificar una prescripción de cuidados de un paciente;TiCares;;;;;
Estación Clínica;PA_CISMED0022;Tiempo permitido para modificar un procedimiento de un paciente;TiCares;;;;;
Estación Clínica;PA_CISMED0023;Tiempo permitido para modificar una transfusión de un paciente;TiCares;;;;;
Estación Clínica;PA_CISMED0024;Corresponde al código de la prueba de laboratorio para identificar la Creatinina;TiCares;LAB.1.01.15;;;;
Estación Clínica;PA_CISMED0025;Corresponde al código de la prueba de laboratorio para identificar el Factor Glomerular;TiCares;LAB.1.02.9;;;;
Estación Clínica;PA_CISMED0026;Corresponde al código de la prueba de laboratorio para identificar el INR;TiCares;;LAB.2.3.992;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Estación Clínica;PA_CISMED0026;Corresponde al código de la prueba de laboratorio para identificar el INR;TiCares;;LAB.2.3.992;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Estación Clínica;PA_CISMED0026;Corresponde al código de la prueba de laboratorio para identificar el INR;TiCares;;LAB.2.3.992;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Estación Clínica;PA_CISMED0027;Corresponde al código de la prueba de laboratorio para el Potasio;TiCares;LAB.1.01.29;;;;
Estación Clínica;PA_CISMED0028;Código de la Intervención NIC que se genera tras crear una solicitud de trasfusión para un paciente;TiCares;8100;4238.1;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Estación Clínica;PA_CISMED0029;Tiempo (en horas), pasadas las cuales, se eliminan los borradores de evoluciones de un paciente.;TiCares;;24;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Estación Clínica;PA_CISMED0029;Tiempo (en horas), pasadas las cuales, se eliminan los borradores de evoluciones de un paciente.;TiCares;;24;ÁREA HOSPITALARIA MÁLAGA;C. ASISTENCIAL SAN JUAN DE DIOS;
Estación Clínica;PA_CISMED0029;Tiempo (en horas), pasadas las cuales, se eliminan los borradores de evoluciones de un paciente.;TiCares;;24;ÁREA HOSPITALARIA MADRID;C. SAN JUAN DE DIOS CIEMPOZUELOS;
Estación Clínica;PA_CISMED0030;Porcentaje para el redondeo de la dosis. Este porcentaje se aplica a la conversión entre Unidad de Prescripción y Unidad Logística;TiCares;1;;;;
Estación Clínica;PA_CISMED0031;Es el tiempo mínimo (menor) de los tres tipos de parámetros temporales definidos en el sistema;TiCares;0;;;;
Estación Clínica;PA_CISMED0032;Es el tiempo medio de los tres tipos de parámetros temporales definidos en el sistema;TiCares;5;;;;
Estación Clínica;PA_CISMED0033;Es el tiempo máximo (mayor) de los tres tipos de parámetros temporales definidos en el sistema;TiCares;999999999;;;;
Estación Clínica;PA_CISMED0034;Código de la Intervención NIC que se crea como realizada al Registrar la realización de la transfusión a un paciente;TiCares;TRANS;;;;
Estación Clínica;PA_CISMED0035;Código del Servicio de Banco de Sangre;TiCares;TRANS;08-CGD;ÁREA HOSPITALARIA CÓRDOBA;H. SAN JUAN DE DIOS DE CORDOBA;
Estación Clínica;PA_CISMED0035;Código del Servicio de Banco de Sangre;TiCares;TRANS;15-HEM;ÁREA HOSPITALARIA ALJARAFE;H. SAN JUAN DE DIOS DEL ALJARAFE;
Estación Clínica;PA_CISMED0035;Código del Servicio de Banco de Sangre;TiCares;TRANS;14-BCS;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Estación Clínica;PA_CISMED0035;Código del Servicio de Banco de Sangre;TiCares;TRANS;03-LAB;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Estación Clínica;PA_CISMED0036;Código del Servicio de Farmacia;TiCares;FAR;14-FAR;ÁREA HOSPITALARIA DE GRANADA;H. SAN RAFAEL;
Estación Clínica;PA_CISMED0036;Código del Servicio de Farmacia;TiCares;FAR;03-FAR;ÁREA HOSPITALARIA SEVILLA;H. San Juan de Dios Sevilla;
Estación Clínica;PA_CISMED0036;Código del Servicio de Farmacia;TiCares;FAR;11-FAR;ÁREA HOSPITALARIA MÁLAGA;C. ASISTENCIAL SAN JUAN DE DIOS;
Estación Clínica;PA_CISMED0036;Código del Servicio de Farmacia;TiCares;FAR;05-FAR;ÁREA HOSPITALARIA MADRID;C. SAN JUAN DE DIOS CIEMPOZUELOS;
